category,city,customer_id,order_date,order_id,price,product_name,quantity,status,total_amount,year,month,day
Books,Hanoi,CUST0923,2024-02-17,ORD009451,441.02,Product_42,4,pending,1764.08,2024,2,17
Toys,Hanoi,CUST0213,2024-07-31,ORD009452,993.08,Product_39,6,completed,5958.4800000000005,2024,7,31
Electronics,HCM,CUST0845,2024-01-04,ORD009453,243.09,Product_29,3,completed,729.27,2024,1,4
Clothing,HCM,CUST0551,2024-02-29,ORD009454,148.63,Product_69,4,cancelled,594.52,2024,2,29
Clothing,Cantho,CUST0914,2024-08-21,ORD009455,747.13,Product_71,3,pending,2241.39,2024,8,21
Toys,Cantho,CUST0133,2024-01-28,ORD009456,148.66,Product_53,4,cancelled,594.64,2024,1,28
Clothing,HCM,CUST0469,2024-07-09,ORD009457,513.71,Product_10,1,cancelled,513.71,2024,7,9
Toys,Hanoi,CUST0392,2024-04-03,ORD009458,543.97,Product_38,3,pending,1631.91,2024,4,3
Books,HCM,CUST0709,2024-02-05,ORD009459,791.79,Product_8,4,pending,3167.16,2024,2,5
Electronics,Haiphong,CUST0950,2024-03-04,ORD009460,325.11,Product_47,8,completed,2600.88,2024,3,4
Books,HCM,CUST0287,2024-09-23,ORD009461,623.66,Product_33,5,completed,3118.2999999999997,2024,9,23
Toys,Hanoi,CUST0295,2024-08-28,ORD009462,393.98,Product_93,6,pending,2363.88,2024,8,28
Electronics,Cantho,CUST0181,2024-11-25,ORD009463,833.5,Product_54,6,completed,5001.0,2024,11,25
Toys,HCM,CUST0395,2024-08-19,ORD009464,621.8,Product_23,1,pending,621.8,2024,8,19
Food,HCM,CUST0911,2024-11-07,ORD009465,900.06,Product_75,1,pending,900.06,2024,11,7
Food,Haiphong,CUST0220,2024-01-04,ORD009466,333.77,Product_82,10,completed,3337.7,2024,1,4
Clothing,Cantho,CUST0107,2024-03-22,ORD009467,402.58,Product_6,4,completed,1610.32,2024,3,22
Food,Hanoi,CUST0159,2024-10-23,ORD009468,247.02,Product_30,5,completed,1235.1000000000001,2024,10,23
Books,HCM,CUST0090,2024-04-01,ORD009469,635.1,Product_41,8,cancelled,5080.8,2024,4,1
Toys,Danang,CUST0754,2024-03-07,ORD009470,814.88,Product_29,7,completed,5704.16,2024,3,7
Books,Cantho,CUST0917,2024-10-29,ORD009471,396.1,Product_52,7,pending,2772.7000000000003,2024,10,29
Clothing,Haiphong,CUST0149,2024-06-24,ORD009472,915.19,Product_80,8,pending,7321.52,2024,6,24
Electronics,Haiphong,CUST0060,2024-10-29,ORD009473,929.82,Product_28,8,pending,7438.56,2024,10,29
Books,Haiphong,CUST0822,2024-10-22,ORD009474,632.35,Product_65,8,completed,5058.8,2024,10,22
Food,HCM,CUST0155,2024-06-20,ORD009475,104.83,Product_92,4,pending,419.32,2024,6,20
Electronics,HCM,CUST0501,2024-07-16,ORD009476,459.68,Product_57,4,cancelled,1838.72,2024,7,16
Food,HCM,CUST0900,2024-10-28,ORD009477,873.4,Product_86,2,completed,1746.8,2024,10,28
Toys,HCM,CUST0649,2024-03-26,ORD009478,78.99,Product_100,4,completed,315.96,2024,3,26
Books,Cantho,CUST0204,2024-03-20,ORD009479,774.66,Product_13,10,pending,7746.599999999999,2024,3,20
Toys,Hanoi,CUST0905,2024-06-25,ORD009480,901.53,Product_50,9,cancelled,8113.7699999999995,2024,6,25
Clothing,HCM,CUST0499,2024-01-14,ORD009481,765.71,Product_12,9,cancelled,6891.39,2024,1,14
Books,Hanoi,CUST0416,2024-12-25,ORD009482,629.3,Product_39,5,pending,3146.5,2024,12,25
Books,Danang,CUST0818,2024-02-03,ORD009483,154.39,Product_94,7,cancelled,1080.73,2024,2,3
Books,Haiphong,CUST0317,2024-11-29,ORD009484,448.05,Product_38,5,completed,2240.25,2024,11,29
Toys,Haiphong,CUST0467,2024-10-17,ORD009485,416.97,Product_73,4,pending,1667.88,2024,10,17
Food,Danang,CUST0744,2024-08-13,ORD009486,538.57,Product_59,1,completed,538.57,2024,8,13
Toys,HCM,CUST0713,2024-08-05,ORD009487,963.38,Product_45,4,pending,3853.52,2024,8,5
Clothing,Danang,CUST0708,2024-08-18,ORD009488,926.88,Product_46,3,cancelled,2780.64,2024,8,18
Clothing,HCM,CUST0309,2024-08-31,ORD009489,840.34,Product_79,1,completed,840.34,2024,8,31
Food,Cantho,CUST0499,2024-07-13,ORD009490,969.68,Product_66,1,cancelled,969.68,2024,7,13
Books,Cantho,CUST0897,2024-01-15,ORD009491,420.45,Product_83,1,cancelled,420.45,2024,1,15
Books,Cantho,CUST0300,2024-09-12,ORD009492,919.32,Product_59,7,pending,6435.240000000001,2024,9,12
Food,Hanoi,CUST0526,2024-05-27,ORD009493,841.37,Product_93,10,pending,8413.7,2024,5,27
Toys,Cantho,CUST0851,2024-09-20,ORD009494,406.71,Product_14,6,cancelled,2440.2599999999998,2024,9,20
Toys,Hanoi,CUST0109,2024-12-08,ORD009495,595.59,Product_29,4,pending,2382.36,2024,12,8
Toys,Cantho,CUST0970,2024-05-16,ORD009496,334.13,Product_23,5,completed,1670.65,2024,5,16
Food,Cantho,CUST0370,2024-11-04,ORD009497,538.77,Product_33,8,pending,4310.16,2024,11,4
Electronics,Haiphong,CUST0786,2024-07-24,ORD009498,438.86,Product_61,6,completed,2633.16,2024,7,24
Toys,Danang,CUST0180,2024-01-27,ORD009499,50.08,Product_50,9,completed,450.71999999999997,2024,1,27
Books,Danang,CUST0649,2024-04-03,ORD009500,514.91,Product_45,3,cancelled,1544.73,2024,4,3
Food,Danang,CUST0464,2024-08-14,ORD009501,84.21,Product_80,3,pending,252.63,2024,8,14
Electronics,Hanoi,CUST0842,2024-12-07,ORD009502,313.27,Product_100,10,completed,3132.7,2024,12,7
Toys,HCM,CUST0520,2024-02-18,ORD009503,991.58,Product_44,10,completed,9915.800000000001,2024,2,18
Books,Hanoi,CUST0199,2024-10-29,ORD009504,324.0,Product_7,5,completed,1620.0,2024,10,29
Food,Danang,CUST0126,2024-09-28,ORD009505,660.14,Product_35,2,completed,1320.28,2024,9,28
Toys,Danang,CUST0925,2024-07-20,ORD009506,334.36,Product_67,1,completed,334.36,2024,7,20
Toys,Haiphong,CUST0186,2024-05-05,ORD009507,368.21,Product_85,9,pending,3313.89,2024,5,5
Books,Danang,CUST0352,2024-04-08,ORD009508,893.08,Product_89,10,completed,8930.800000000001,2024,4,8
Books,Hanoi,CUST0683,2024-10-02,ORD009509,147.21,Product_91,8,pending,1177.68,2024,10,2
Books,Haiphong,CUST0579,2024-10-21,ORD009510,83.36,Product_64,10,cancelled,833.6,2024,10,21
Toys,Hanoi,CUST0335,2024-06-30,ORD009511,615.07,Product_14,5,cancelled,3075.3500000000004,2024,6,30
Clothing,Haiphong,CUST0429,2024-07-08,ORD009512,41.91,Product_37,2,completed,83.82,2024,7,8
Food,Cantho,CUST0566,2024-05-17,ORD009513,270.71,Product_14,9,completed,2436.39,2024,5,17
Toys,Haiphong,CUST0921,2024-08-09,ORD009514,161.75,Product_58,2,completed,323.5,2024,8,9
Food,Danang,CUST0478,2024-02-24,ORD009515,476.22,Product_28,6,completed,2857.32,2024,2,24
Toys,Haiphong,CUST0619,2024-09-12,ORD009516,559.74,Product_18,6,cancelled,3358.44,2024,9,12
Books,HCM,CUST0011,2024-12-29,ORD009517,663.68,Product_12,5,pending,3318.3999999999996,2024,12,29
Books,Hanoi,CUST0234,2024-05-31,ORD009518,221.31,Product_83,3,cancelled,663.9300000000001,2024,5,31
Toys,Hanoi,CUST0093,2024-06-06,ORD009519,896.61,Product_12,7,pending,6276.27,2024,6,6
Toys,Danang,CUST0358,2024-06-03,ORD009520,274.77,Product_86,2,pending,549.54,2024,6,3
Food,Cantho,CUST0876,2024-10-29,ORD009521,925.93,Product_74,8,cancelled,7407.44,2024,10,29
Electronics,Hanoi,CUST0876,2024-04-25,ORD009522,993.75,Product_32,8,completed,7950.0,2024,4,25
Books,Hanoi,CUST0942,2024-08-02,ORD009523,315.4,Product_95,10,cancelled,3154.0,2024,8,2
Toys,Cantho,CUST0633,2024-03-11,ORD009524,681.72,Product_52,3,pending,2045.16,2024,3,11
Food,Cantho,CUST0596,2024-06-21,ORD009525,357.51,Product_69,10,cancelled,3575.1,2024,6,21
Food,Danang,CUST0919,2024-05-14,ORD009526,737.17,Product_50,4,pending,2948.68,2024,5,14
Toys,Danang,CUST0355,2024-02-06,ORD009527,259.6,Product_38,5,cancelled,1298.0,2024,2,6
Toys,Danang,CUST0610,2024-03-18,ORD009528,56.55,Product_58,8,cancelled,452.4,2024,3,18
Clothing,Hanoi,CUST0416,2024-02-23,ORD009529,274.95,Product_74,10,cancelled,2749.5,2024,2,23
Toys,Danang,CUST0684,2024-06-26,ORD009530,543.47,Product_71,8,pending,4347.76,2024,6,26
Books,Danang,CUST0932,2024-09-29,ORD009531,714.99,Product_42,10,cancelled,7149.9,2024,9,29
Clothing,Hanoi,CUST0190,2024-01-10,ORD009532,457.99,Product_13,3,cancelled,1373.97,2024,1,10
Clothing,Cantho,CUST0583,2024-09-18,ORD009533,814.76,Product_3,3,completed,2444.2799999999997,2024,9,18
Toys,Hanoi,CUST0409,2024-12-11,ORD009534,781.62,Product_30,1,cancelled,781.62,2024,12,11
Electronics,HCM,CUST0163,2024-09-13,ORD009535,82.92,Product_49,8,completed,663.36,2024,9,13
Clothing,Cantho,CUST0546,2024-01-27,ORD009536,133.11,Product_93,1,completed,133.11,2024,1,27
Toys,Cantho,CUST0032,2024-11-24,ORD009537,991.47,Product_10,3,pending,2974.41,2024,11,24
Toys,Danang,CUST0529,2024-04-19,ORD009538,224.12,Product_95,5,completed,1120.6,2024,4,19
Electronics,Hanoi,CUST0215,2024-05-10,ORD009539,227.99,Product_70,10,pending,2279.9,2024,5,10
Electronics,HCM,CUST0642,2024-05-01,ORD009540,61.55,Product_88,6,cancelled,369.29999999999995,2024,5,1
Food,Cantho,CUST0651,2024-05-29,ORD009541,284.97,Product_26,7,cancelled,1994.7900000000002,2024,5,29
Toys,HCM,CUST0697,2024-06-23,ORD009542,357.23,Product_38,7,pending,2500.61,2024,6,23
Books,Cantho,CUST0943,2024-08-06,ORD009543,264.31,Product_47,6,pending,1585.8600000000001,2024,8,6
Toys,Cantho,CUST0081,2024-03-23,ORD009544,104.39,Product_52,3,cancelled,313.17,2024,3,23
Food,Haiphong,CUST0352,2024-01-30,ORD009545,552.82,Product_28,6,cancelled,3316.92,2024,1,30
Toys,HCM,CUST0956,2024-12-30,ORD009546,307.46,Product_14,7,completed,2152.22,2024,12,30
Books,Haiphong,CUST0518,2024-04-02,ORD009547,722.99,Product_91,4,completed,2891.96,2024,4,2
Books,Cantho,CUST0685,2024-08-17,ORD009548,863.18,Product_7,4,cancelled,3452.72,2024,8,17
Electronics,Haiphong,CUST0145,2024-08-09,ORD009549,692.66,Product_52,3,completed,2077.98,2024,8,9
Electronics,Hanoi,CUST0632,2024-04-17,ORD009550,486.83,Product_59,2,cancelled,973.66,2024,4,17
Electronics,HCM,CUST0819,2024-03-03,ORD009551,413.46,Product_86,9,completed,3721.14,2024,3,3
Books,Cantho,CUST0667,2024-08-07,ORD009552,238.12,Product_55,5,pending,1190.6,2024,8,7
Food,Danang,CUST0572,2024-04-06,ORD009553,989.5,Product_92,5,cancelled,4947.5,2024,4,6
Food,Danang,CUST0953,2024-03-23,ORD009554,295.34,Product_20,9,cancelled,2658.06,2024,3,23
Clothing,Cantho,CUST0096,2024-09-09,ORD009555,139.27,Product_38,2,cancelled,278.54,2024,9,9
Food,Haiphong,CUST0629,2024-04-06,ORD009556,30.46,Product_12,3,completed,91.38,2024,4,6
Electronics,Hanoi,CUST0404,2024-12-15,ORD009557,521.57,Product_91,8,cancelled,4172.56,2024,12,15
Electronics,HCM,CUST0573,2024-04-08,ORD009558,789.29,Product_38,4,completed,3157.16,2024,4,8
Books,Hanoi,CUST0894,2024-10-13,ORD009559,162.64,Product_66,7,pending,1138.48,2024,10,13
Books,HCM,CUST0996,2024-04-12,ORD009560,776.69,Product_3,1,cancelled,776.69,2024,4,12
Toys,Cantho,CUST0531,2024-10-17,ORD009561,254.59,Product_84,6,completed,1527.54,2024,10,17
Food,HCM,CUST0768,2024-08-04,ORD009562,957.76,Product_72,10,pending,9577.6,2024,8,4
Food,Danang,CUST0473,2024-10-11,ORD009563,808.5,Product_3,7,completed,5659.5,2024,10,11
Toys,HCM,CUST0365,2024-01-12,ORD009564,26.97,Product_23,7,pending,188.79,2024,1,12
Toys,Danang,CUST0485,2024-06-01,ORD009565,949.93,Product_46,1,pending,949.93,2024,6,1
Books,Haiphong,CUST0369,2024-01-06,ORD009566,676.78,Product_82,8,completed,5414.24,2024,1,6
Electronics,HCM,CUST0907,2024-04-30,ORD009567,131.94,Product_20,2,pending,263.88,2024,4,30
Electronics,Haiphong,CUST0892,2024-09-30,ORD009568,271.3,Product_79,8,cancelled,2170.4,2024,9,30
Books,HCM,CUST0980,2024-05-25,ORD009569,474.53,Product_18,8,cancelled,3796.24,2024,5,25
Clothing,Hanoi,CUST0252,2024-06-21,ORD009570,189.39,Product_68,8,completed,1515.12,2024,6,21
Electronics,Hanoi,CUST0338,2024-07-31,ORD009571,876.53,Product_58,1,completed,876.53,2024,7,31
Clothing,Haiphong,CUST0835,2024-09-25,ORD009572,355.63,Product_35,6,completed,2133.7799999999997,2024,9,25
Food,Hanoi,CUST0965,2024-01-23,ORD009573,854.32,Product_66,2,completed,1708.64,2024,1,23
Food,Danang,CUST0401,2024-11-20,ORD009574,465.18,Product_97,4,completed,1860.72,2024,11,20
Toys,Hanoi,CUST0752,2024-09-26,ORD009575,91.39,Product_41,7,pending,639.73,2024,9,26
Toys,Cantho,CUST0921,2024-03-12,ORD009576,529.15,Product_16,2,completed,1058.3,2024,3,12
Books,Danang,CUST0721,2024-04-19,ORD009577,895.21,Product_48,4,pending,3580.84,2024,4,19
Food,Cantho,CUST0305,2024-12-01,ORD009578,837.4,Product_65,8,pending,6699.2,2024,12,1
Electronics,Cantho,CUST0344,2024-07-08,ORD009579,172.93,Product_51,6,cancelled,1037.58,2024,7,8
Books,Hanoi,CUST0635,2024-01-20,ORD009580,432.57,Product_38,9,completed,3893.13,2024,1,20
Clothing,HCM,CUST0928,2024-08-05,ORD009581,369.56,Product_5,6,pending,2217.36,2024,8,5
Clothing,Haiphong,CUST0256,2024-04-27,ORD009582,325.24,Product_23,7,pending,2276.6800000000003,2024,4,27
Clothing,Danang,CUST0785,2024-08-29,ORD009583,349.03,Product_97,1,pending,349.03,2024,8,29
Books,Cantho,CUST0165,2024-03-10,ORD009584,869.71,Product_80,6,pending,5218.26,2024,3,10
Electronics,Danang,CUST0173,2024-08-10,ORD009585,670.35,Product_18,8,cancelled,5362.8,2024,8,10
Food,Hanoi,CUST0333,2024-12-30,ORD009586,33.42,Product_26,10,cancelled,334.20000000000005,2024,12,30
Food,HCM,CUST0588,2024-08-05,ORD009587,727.39,Product_49,2,completed,1454.78,2024,8,5
Food,Cantho,CUST0869,2024-12-07,ORD009588,136.78,Product_48,2,cancelled,273.56,2024,12,7
Electronics,Haiphong,CUST0747,2024-07-08,ORD009589,77.25,Product_82,1,pending,77.25,2024,7,8
Books,Haiphong,CUST0542,2024-03-01,ORD009590,597.91,Product_41,6,cancelled,3587.46,2024,3,1
Clothing,Haiphong,CUST0436,2024-10-06,ORD009591,130.56,Product_49,3,pending,391.68,2024,10,6
Toys,Danang,CUST0239,2024-06-15,ORD009592,491.31,Product_39,2,cancelled,982.62,2024,6,15
Toys,Hanoi,CUST0582,2024-04-30,ORD009593,592.21,Product_95,9,pending,5329.89,2024,4,30
Food,HCM,CUST0408,2024-01-22,ORD009594,910.28,Product_54,4,pending,3641.12,2024,1,22
Books,HCM,CUST0513,2024-08-02,ORD009595,798.91,Product_30,9,cancelled,7190.19,2024,8,2
Electronics,Haiphong,CUST0846,2024-06-10,ORD009596,580.32,Product_33,8,cancelled,4642.56,2024,6,10
Clothing,Cantho,CUST0320,2024-08-14,ORD009597,896.54,Product_82,6,cancelled,5379.24,2024,8,14
Food,Cantho,CUST0195,2024-02-08,ORD009598,693.7,Product_52,5,cancelled,3468.5,2024,2,8
Clothing,Danang,CUST0432,2024-07-31,ORD009599,118.43,Product_60,3,pending,355.29,2024,7,31
Books,Hanoi,CUST0811,2024-09-04,ORD009600,597.08,Product_66,9,cancelled,5373.72,2024,9,4
Books,Haiphong,CUST0271,2024-10-16,ORD009601,905.2,Product_21,6,pending,5431.200000000001,2024,10,16
Clothing,Hanoi,CUST0286,2024-04-11,ORD009602,332.78,Product_54,8,completed,2662.24,2024,4,11
Toys,Haiphong,CUST0203,2024-06-09,ORD009603,927.52,Product_80,1,cancelled,927.52,2024,6,9
Toys,Cantho,CUST0203,2024-10-03,ORD009604,258.86,Product_23,6,cancelled,1553.16,2024,10,3
Toys,Haiphong,CUST0307,2024-12-21,ORD009605,324.82,Product_7,5,cancelled,1624.1,2024,12,21
Food,Haiphong,CUST0998,2024-07-16,ORD009606,51.75,Product_22,8,pending,414.0,2024,7,16
Toys,Hanoi,CUST0882,2024-05-22,ORD009607,735.9,Product_3,5,pending,3679.5,2024,5,22
Food,Haiphong,CUST0313,2024-01-20,ORD009608,92.46,Product_85,4,completed,369.84,2024,1,20
Electronics,HCM,CUST0452,2024-01-30,ORD009609,912.92,Product_31,5,pending,4564.599999999999,2024,1,30
Clothing,HCM,CUST0608,2024-10-20,ORD009610,803.28,Product_54,9,cancelled,7229.5199999999995,2024,10,20
Books,Danang,CUST0347,2024-12-24,ORD009611,667.91,Product_6,8,pending,5343.28,2024,12,24
Food,Cantho,CUST0673,2024-12-28,ORD009612,368.74,Product_39,2,cancelled,737.48,2024,12,28
Toys,Cantho,CUST0954,2024-08-25,ORD009613,88.08,Product_41,7,cancelled,616.56,2024,8,25
Electronics,Danang,CUST0512,2024-01-24,ORD009614,676.95,Product_5,2,cancelled,1353.9,2024,1,24
Books,Haiphong,CUST0513,2024-05-19,ORD009615,781.29,Product_41,4,cancelled,3125.16,2024,5,19
Clothing,HCM,CUST0164,2024-07-16,ORD009616,631.04,Product_10,4,pending,2524.16,2024,7,16
Books,Cantho,CUST0744,2024-05-16,ORD009617,265.37,Product_29,1,completed,265.37,2024,5,16
Clothing,HCM,CUST0967,2024-11-18,ORD009618,265.14,Product_26,7,completed,1855.98,2024,11,18
Books,HCM,CUST0528,2024-07-20,ORD009619,344.12,Product_73,4,cancelled,1376.48,2024,7,20
Electronics,Hanoi,CUST0118,2024-05-09,ORD009620,162.24,Product_67,2,completed,324.48,2024,5,9
Clothing,Haiphong,CUST0116,2024-05-18,ORD009621,896.79,Product_7,9,pending,8071.11,2024,5,18
Books,Hanoi,CUST0420,2024-11-03,ORD009622,578.21,Product_71,4,completed,2312.84,2024,11,3
Clothing,HCM,CUST0139,2024-06-01,ORD009623,70.98,Product_33,5,completed,354.90000000000003,2024,6,1
Toys,Danang,CUST0272,2024-03-27,ORD009624,359.75,Product_31,1,pending,359.75,2024,3,27
Clothing,HCM,CUST0718,2024-03-28,ORD009625,522.82,Product_65,5,cancelled,2614.1000000000004,2024,3,28
Electronics,Danang,CUST0195,2024-04-04,ORD009626,557.76,Product_74,4,completed,2231.04,2024,4,4
Electronics,HCM,CUST0459,2024-09-07,ORD009627,713.65,Product_21,4,completed,2854.6,2024,9,7
